Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Serial Number
0,"IM Adcock, S Mumby","Journal: Handbook of Experimental Pharmacology Pharmacology and Therapeutics of Asthma and COPD, 2016, p. 171-196",,ouci.dntb.gov.ua,,https://ouci.dntb.gov.ua/en/works/4v350XMl/,,580,18/7/2021 17:22,,,,,,,,,0,0.0,0,2,,"Open Ukrainian Citation Index (OUCI) is a search engine and a citation database based on publication metadata from Crossref members. Відкритий український індекс наукового цитування - пошукова система і база даних наукових цитувань, що використовує метадані Crossref.",,https://scholar.google.com/scholar?q=related:578tXECx1PAJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,601
0,"C Horvat, IM Adcock, PM Hansbro",Toll-like receptor 2 and 4 have Opposing Roles in the,,nova.newcastle.edu.au,,https://nova.newcastle.edu.au/vital/access/services/Download/uon:33085/ATTACHMENT02,,581,18/7/2021 17:22,PDF,,,,,,,,0,0.0,0,3,,"Chronic Obstructive Pulmonary Disease (COPD) is the third leading cause of morbidity and 61 death and imposes significant socioeconomic burden worldwide (63). It is a complex, 62 heterogeneous disease characterized by chronic pulmonary inflammation, emphysema and …",https://nova.newcastle.edu.au/vital/access/services/Download/uon:33085/ATTACHMENT02,https://scholar.google.com/scholar?q=related:51Y2fuZ-4bkJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,602
0,"M van Geest, JPR Schofield, Z Jevnikar…",IL-17–high asthma with features of a psoriasis immunophenotype,2019.0,Journal of Allergy and …,narcis.nl,https://www.narcis.nl/publication/RecordID/oai:pure.atira.dk:publications%2Fdbe2868c-c326-4f92-830f-5a2779327b92,,582,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,2.0,"Background: The role of IL-17 immunity is well established in patients with inflammatory diseases, such as psoriasis and inflammatory bowel disease, but not in asthmatic patients, in whom further study is required. Objective: We sought to undertake a deep phenotyping …",,,603
0,"E Mortaz, A Asef, H Ghaffaripour, I Adcock",Association of HLA-DR alleles with pulmonary cystic fibrosis,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/PA4616.abstract,,583,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,3.0,"Background: Cystic fibrosis (CF) is the most common lethal disease affecting many organs including the lung, pancreas and liver and many studies reveal a complex relationship between genotype and clinical phenotype. Objective: We aimed to examine HLA class II …",,,604
0,"F Li, C Wiegman, JM Seiffert, J Zhu, C Clarke, Y Chang…",Effects of N-Acetylcysteine in Ozone-Induced Murine Model of Chronic Obstructive Pulmonary,,docslib.org,,https://docslib.org/effects-of-n-acetylcysteine-in-ozone-induced-murine-model-of-chronic-obstructive-pulmonary,,584,18/7/2021 17:22,HTML,,,,,,,,0,0.0,0,7,,Materials and methods The experiments were performed within the legal framework of the United Kingdom under a Project License granted by the Home Office of Her Majesty's government. The researchers hold Personal Licenses provided by the Home Office of Her …,https://docslib.org/effects-of-n-acetylcysteine-in-ozone-induced-murine-model-of-chronic-obstructive-pulmonary,https://scholar.google.com/scholar?q=related:vjb7p70t4wsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,605
0,"D Shaw, AT Bansal, J Riley, S Bates, S Pavlidis…",Late Breaking Abstract-Longitudinal analysis of variation in clinical features from the U-BIOPRED severe asthma cohort,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/OA3570.abstract,,585,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,3.0,Introduction: The U-BIOPRED cohort presents an exceptional opportunity to longitudinally monitor disease variation in severe asthma. Aims: To determine the variability of severe asthma over 12-24 months in the U-BIOPRED cohort by initially focusing on clinical …,,,606
0,"J Bozier, D Xenaki, I Adcock, B Oliver",Lung cells from people with COPD are hyperresponsive to E-cigarette vapour,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/PA4241.abstract,,586,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,3.0,E-cigarettes are proposed as an alternative to smoking and as nicotine replacement therapy. There is confusion around their safety stemming from contradictory findings across multiple studies. Patients with COPD find it difficult to quit smoking and as such e-cigarettes are an …,,,607
0,"V sita rama raju Allam, I Adcock, KF Chung, E Morand…",MIF antagonism restores corticosteroid sensitivity in a murine model of severe asthma,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/PA979.abstract,,587,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,3.0,Introduction: Currently there are no available therapies for the treatment of severe corticosteroid-resistant neutrophilic asthma. Macrophage migration inhibitory factor (MIF) is a pleiotropic cytokine that regulates neutrophil recruitment to sites of inflammation. It also …,,,608
0,"S Sánchez-Ovando, S Pavlidis, P Wark, KJ Baines…",Sputum gene signature comparison study between U-BIOPRED and Australia asthma cohorts,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/PA5405.abstract,,588,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,2.0,"Introduction: The identification of asthma phenotypes is an evolving area. Analysis of sputum transcriptomics in U-BIOPRED defined three transcriptome-associated clusters (TACs)(Kuo C-HS, et al. Eur Respir J 2017) while Australia (NC-AU) proposed a six-gene signature …",,,609
0,"NZ Kermani, S Pavlidis, JH Riley, FK Chung, IM Adcock…",Prediction of longitudinal inflammatory phenotypes using baseline sputum transcriptomics in UBIOPRED,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/PA2347.abstract,,589,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,2.0,Background: 4 inflammatory phenotypes (paucigranulocytic P; eosinophilic E; neutrophilic N or mixed EN) were previously defined based on the sputum inflammatory cell counts in UBIOPRED severe asthma cohort [1]. These inflammatory phenotypes vary over time …,,,610
0,"NK Dezfoli, SD Alipour, AA Khosravi, J Garssen…",Association of Pre-miR-rs2910164 polymorphism with non-small cell lung cancer in an Iranian population,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/PA2796.abstract,,590,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,3.0,"Lung cancer is the leading cause of cancer death. miRNAs play an important role in the pathogenesis of human cancers, including lung cancer. Single nucleotide polymorphisms (SNPs) occurring in the miRNA gene region may have effects on the function of miRNAs and …",,,611
0,"MIA Ibrahim, P Brinkman, S Vijverberg, A Neerincx…",Late Breaking Abstract-Microbiome-driven clusters in severe asthma derived from induced sputum: identification and stability over time,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/OA1622.abstract,,591,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,2.0,Introduction: Asthmatics have been reported to have airway microbial dysbiosis [Chung JACI 2017]. We aimed to detect severe asthma phenotypes using induced sputum microbiome profiles and to assess cluster-wise stability after 12-18 months of prospective follow-up …,,,612
0,"B De Meulder, MJ Loza, N Peffer…",U-BIOPRED clinical adult asthma clusters linked to a subset of sputum omics,,Journal of Allergy …,nottingham-repository.worktribe.com,https://nottingham-repository.worktribe.com/output/870519/u-biopred-clinical-adult-asthma-clusters-linked-to-a-subset-of-sputum-omics,,592,18/7/2021 17:22,HTML,,,,,,,,0,0.0,0,4,,Background: Asthma is a heterogeneous disease in which there is a differential response to asthma treatments. This heterogeneity needs to be evaluated so that a personalized management approach can be provided. Objectives: We stratified patients with moderate-to …,https://nottingham-repository.worktribe.com/output/870519/u-biopred-clinical-adult-asthma-clusters-linked-to-a-subset-of-sputum-omics,,613
0,"JM Perotin-Collard, JP Schofield, B Nicholas…",Subtypes of eosinophilic asthma with discrete gene pathway phenotypes,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/oa467.abstract,,593,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,2.0,"Background: Blood eosinophil counts≥ 0.3 x109/L are used to define Type-2, eosinophilic asthma. However, differential responses to T2 biologics of patients with eosinophilic asthma suggests that this may be a heterogeneous phenotype with subsets driven by different …",,,614
0,"BD Meulder, D Lefaudeux, A Bansal, A Mazein…",Additional file 2: of A computational framework for complex disease stratification from multiple large-scale datasets,2018.0,,eprints.soton.ac.uk,https://eprints.soton.ac.uk/436525/,,595,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,3.0,"Downloads from ePrints over the past year. Other digital versions may also be available to download eg from the publisher's website … This repository has been built using EPrints software, developed at the University of Southampton, but available to everyone to use … We use cookies to ensure …",,,615
0,"NZ Kermani, S Pavlidis, M Saqi, Y Guo, P Agapow…",Further resolution of non-T2 asthma subtypes from high-throughput sputum transciptomics data in U-BIOPRED,2018.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/52/suppl_62/PA606.abstract,,596,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,3.0,"Background: Precision medicine of asthma requires understanding of its heterogeneity and molecular pathophysiology. Aim: Three sputum-derived transcriptomic clusters (TACs) were previously identified [Kuo at al. Eur Respir J. 2017, 49] in the U-BIOPRED cohort: TAC1 …",,,616
0,"A Tiotiu, NZ Kermani, P Agapow, M Saqi, YK Guo…",Differential macrophage activation in asthmatic sputum using U-BIOPRED transcriptomics,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/PA2337.short,,597,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,2.0,Background: Macrophages (Mf) are important in controlling both innate and acquired immunity but their role in orchestrating the inflammatory response is severe asthma (SA) remains ill-defined. Aim: We investigated their role by analyzing the expression of Mf gene …,,,617
0,"DE Shaw, AR Sousa, SJ Fowler…","Clinical and inflammatory characteristics of the European U-BIOPRED adult severe asthma cohort (vol 46, pg 1308, 2015)",2017.0,European respiratory …,eprints.soton.ac.uk,https://eprints.soton.ac.uk/431284,,598,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,4.0,"Shaw, Dominick E., Sousa, Ana R., Fowler, Stephen J., Fleming, Louise J., Roberts, Graham, Corfield, Julie, Pandis, Ioannis, Bansal, Aruna T., Bel, Elisabeth H., Auffray, Charles, Compton, Chris H., Bisgaard, Hans, Bucchioni, Enrica, Caruso, Massimo, Chanez, Pascal …",,,618
0,"X Yao, X Yan, M Jia, J Xu, Y Meng, J Jiang, X Jiang…",Increased METEORIN-LIKE (ML) expression promotes lung inflammation in asthma,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/PA5217.abstract,,599,18/7/2021 17:22,,,,,,,,,0,0.0,0,8,2.0,Background: Meteorin-like (ML) increases the eosinophil infiltration into mouse subcutaneous adipose tissue. We hypothesized that ML is involved in the pathogenesis of eosinophilic asthma (EA). Methods: We examined ML expression in asthmatic patients from …,,,619
0,"R Zakarya, H Chen, CA Brandsma, IM Adcock…",Epigenetic control of TGFβ induced fibrosis in COPD,2017.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/50/suppl_61/PA961.abstract,,600,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,4.0,"Background: Epigenetics refers to heritable changes in the genome function unrelated to changes in genome sequence. Epigenetic changes may occur directly to the DNA (methylation) or as a post-translation modification (PTM) of the histones. Of which, the most …",,,620
0,"E Mortaz, A Asef, E Azempour, HA Ghaffaripour…",Evaluation of neutrophils phagocytosis and killing in pulmonary cystic fibrosis patients,2019.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/54/suppl_63/PA972.abstract,,601,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,2.0,Introduction: Cystic fibrosis (CF) is the most common monogenic disease that is eventually lethal. It is characterized by chronic bacterial infection of the lung and affecting additional organs including pancreas and liver. Neutrophils form the largest number of inflammatory …,,,621
0,"C Michaeloudes, S Mumby, KF Chung, I Adcock",Bromodomain And Extra-Terminal (BET) proteins regulate metabolic and redox function in COPD airway smooth muscle cells,2017.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/50/suppl_61/OA290.abstract,,603,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,4.0,"Background: Airway smooth muscle (ASM) thickening in COPD is caused by ASM cell (ASMC) hyperplasia and hypertrophy. Transforming growth factor (TGF)-β and reactive oxygen species (ROS), due to NADPH oxidase and mitochondrial activity, promote ASMC …",,,622
0,"M Thomas, K Bjorhall, E Israelsson, E LammBergstrom…",Phosphoinositide-3-kinase gamma/delta isoform signalling defines a mixed T cell severe asthmatic endotype,2017.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/50/suppl_61/PA4919.abstract,,604,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,4.0,"Severe asthma remains a clinical burden despite the emergence of antibody therapies. Complex disease drivers, which shift between T2, T1 and T17 driven inflammation, termed mixed T cell asthma, likely contribute to ineffective disease control in this population. Here …",,,623
0,"M Thomas, K Bjorhall, M Collins, E Israelsson…",Central role for phosphoinositide-3-kinase gamma/delta dependent signalling in eosinophilic pulmonary inflammation driven by innate lymphoid cells,2017.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/50/suppl_61/PA4920.abstract,,605,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,4.0,"Severe eosinophilic asthma remains a clinical burden, potentially due to the multiple mechanisms by which type 2 inflammation can arise. Here we show how epithelial alarmin stimulation of innate lymphoid type 2 cells (ILC2s) can promote Th2 cell activity and …",,,624
0,"E Mortaz, G Pourdolat, MM Varahram, P Tabarsi…",Investigation of CD14 with toll like receptors expression in pleural effusion for detection of thoracic disorders,2017.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/50/suppl_61/PA1588.abstract,,606,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,4.0,Introduction: The accumulation of fluid in the pleural space indicates the presence of systemic or local disease. Pleural exudates contain immune cells and characterization of the cellular composition of such exudates may provide insight into the relevant …,,,625
0,"M Ian, D Sourosh, AA Velayati, IM Adcock",C37. STRUCTURAL AND HEMATOPOIETIC CELL,2015.0,,researchgate.net,https://www.researchgate.net/profile/Esmaeil-Mortaz/publication/280728756_Water_Pipe_Condense_Induces_the_Release_of_CXCL-8_by_Human_Macrophage_via_Reactive_Oxygen_Species_and_Activation_of_NFkB/links/55c34c4208aeca747d5dfdd3/Water-Pipe-Condense-Induces-the-Release-of-CXCL-8-by-Human-Macrophage-via-Reactive-Oxygen-Species-and-Activation-of-NFkB.pdf,,607,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,6.0,"Water Pipe Condense Induces the Release of CXCL-8 by Human Mac … Most Recent Abstract Issue Available Abstract Issues … Sign up for e-alerts (What is this?) … Add to Favorites Email Download to Citation Manager Track Citations … Esmaeil Mortaz , Dr 1 , , 2 , Gert Folkerts , phd …",,,626
0,"E Mortaz, IM Adcock, S Mahdaviani…",Correlation between Total Serum Free Light Chain Immunoglobulins in Respiratory and Food Allergies.,2018.0,Iranian Journal of …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17351502&AN=131097901&h=dAX1lxNda1pAr5EeSN1fmbFQXt%2BnZousuilvD4EutIMScRpijw3djTCNRla75VLV76oNpJsgxbcJsAX%2B3Z28Pw%3D%3D&crl=c,,608,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,3.0,"Abstract Objectives: Tetrameric Ig are produced and secreted by plasma cells, but they also produce and secrete Ig-free light chains (FLC κandυ). Studies in animal models of allergic disease suggest the existence of an IgE-independent hypersensitivity response involving …",,,627
0,"LG Heaney, R Djukanovic, A Woodcock, S Walker…","Audit, research and guideline update: Research in progress: Medical Research Council United Kingdom Refractory Asthma Stratification Programme (RASP …",2016.0,Thorax,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4752622/,,609,18/7/2021 17:22,HTML,,,,,,,,0,0.0,0,5,5.0,Abstract The UK Refractory Asthma Stratification Programme (RASP-UK) will explore novel biomarker stratification strategies in severe asthma to improve clinical management and accelerate development of new therapies. Prior asthma mechanistic studies have not …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4752622/,https://scholar.google.com/scholar?q=related:vtJQwk4KErAJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,628
0,"S Mumby, R Graham, I Adcock",The Effect Of Cell Free Hemoglobin And/or Hypoxia On The Inflammatory Response Of Pulmonary Microvascular Endothelial Cells: Possible Implications For Pah,2017.0,A67. BREAKDOWN: THE …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2256,,610,18/7/2021 17:22,,10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2256,,,,,,,0,0.0,0,3,4.0,Results: 24hours caused a significant (p≤ 0.05) increase in both IL-6 (29.69±8.6 to 507.8±310.8 pg/ml) and CXCL8 (2.47±0.44 to 10.65±2.84 ng/ml) release. HPMEC exposed to hypoxia showed an increase in IL-6 mRNA and protein but no change in IL-8 mRNA and …,,,629
0,"S Pavlidis, Y Guo, K Sun, C Rossios…",Comparison Between Bronchial And Nasal Brushings Gene Expression In The U-Biopred Cohort,2017.0,B101. ADVANCES IN …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A4680,,611,18/7/2021 17:22,,10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A4680,,,,,,,0,0.0,0,5,4.0,"The usefulness of nasal brushings to serve as a surrogate for bronchial brushings has been discussed given the less invasive nature of sample collection from the nose [Wagener, 2013, Poole, 2014]. We sought to establish whether the gene expression profiles of et al et al …",,,630
0,"E Mortaz, SD Alipoor, M El-Sabban…",In Vitro Effects Of Water Pipe Smoke Condensate On The Endocytosis Activity Of Type Ii Alveolar Epithelial Cells (a549),2017.0,… SMOKE IN COPD,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2420,,612,18/7/2021 17:22,,10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2420,,,,,,,0,0.0,0,4,4.0,"Shahid Beheshti University of Medical Sciences,, Tehran, Iran, Department of Anatomy, Cell Biology and Physiological Sciences, Faculty 1 … Utrecht, Netherlands, Imperial College London, London, United Kingdom 4 … Corresponding author's email: ian.adcock@imperial.ac …",,,631
0,"C Michaeloudes, S Mumby, KF Chung…",Bromodomain And Extra-Terminal (bet) Proteins Regulate The Oxidant-Antioxidant Balance In Airway Smooth Muscle Cells From Patients With COPD,2017.0,… CIGARETTE SMOKE IN …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2418,,613,18/7/2021 17:22,,10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A2418,,,,,,,0,0.0,0,4,4.0,"Rationale: airway smooth muscle mass (ASM). ASM thickening is thought to be caused by ASM cell (ASMC) hyperplasia and/or hypertrophy. Transforming growth factor (TGF)-β, which is increased in COPD airways, drives the defective ASMC phenotype. COPD airways …",,,632
0,"E Mortaz, SD Alipoor, P Tabarsi, IM Adcock, J Garssen…",The analysis of exosomal micro-RNAs in peripheral,2016.0,,cyberleninka.org,https://cyberleninka.org/article/n/687626.pdf,,614,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,"ABSTRACT Objective/Background: Tuberculosis (TB) is a major global threat to human health, especially in low-income countries. The diagnosis of TB is challenging because of the limitations of specificity and sensitivity with the current diagnostics. Novel, selective …",,,633
0,"PPW Hekking, AH Wagener, M Loza, S Pavlidis…",Mast cell gene signature enrichment associates with late-onset severe asthma,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/OA3032.abstract,,615,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,5.0,"Rationale: Unbiased discovery of gene signatures in sputum in the U-BIOPRED cohort revealed a possible role for mast cell gene expression in adult-onset severe asthma [Hekking et al, ERS 2015]. Therefore, we aimed to investigate whether enrichment scores of …",,,634
0,"TG Guney, S Mumby, KF Chung, M Dowling, I Adcock",3-D organoid model Of COPD senescence,2017.0,,spiral.imperial.ac.uk,https://spiral.imperial.ac.uk/bitstream/10044/1/52962/2/Organoid%20model%20of%20COPD%20senescence%20ATS%20abstract.docx,,616,18/7/2021 17:22,DOC,,,,,,,,0,0.0,0,5,4.0,"Methods: NHBE and CHBE cells from Lonza were seeded onto matrigel at P1, cultured for 16-21 days and were fed on day 2, 8, 14 and 20. mRNA was collected or spheres were fixed in 4% paraformaldehyde every 3 days from days 0-23. TP63, MUC5AC and FOXJ1 gene …",https://spiral.imperial.ac.uk/bitstream/10044/1/52962/2/Organoid%20model%20of%20COPD%20senescence%20ATS%20abstract.docx,,635
0,"A Mazein, B De Meulder, D Lefaudeux, RG Knowles…",LSC Abstract–The AsthmaMap: Towards a community-driven reconstruction of asthma-relevant pathways and networks,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PP204.abstract,,617,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,5.0,"Background: Recent advances in systems medicine allow detailed reconstruction of molecular interactions in particular diseases eg Parkinson9s disease map (Fujita et al., Molecular Neurobiology, 2013) and Atlas of Cancer Signalling Networks (Kuperstein et al …",,,636
0,"W Thangboonjit, P Barnes, A Durham, I Adcock",Mitochondrial antioxidants decrease oxidative stress and inflammation induced bronchial epithelial cell line,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA4000.abstract,,618,18/7/2021 17:22,,,,,,,,,0,0.0,0,4,5.0,"Reactive oxygen species (ROS) and inflammation are main key factors driving chronic lung diseases and both can cause mitochondrial dysfunction. We hypothesized that mitochondrial function, inflammation and proliferation in bronchial epithelial line cell line …",,,637
0,"A Durham, E Al Jaaly, F Fiorentino, P Brook, K Heesom…",LSC Abstract–Non-biased investigation into cardio-pulmonary bypass lung injury,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PP224.abstract,,619,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,"Heart disease is currently the world9s leading cause of death. Many heart conditions can only be treated through surgery, during which cardio-pulmonary bypass (CPB) is often used. During CPB the heart is stopped and the blood supply diverted from the heart and lungs to …",,,638
0,"S Pavlidis, F Chung, A Rowe, I Pandis, R Djukanovic…",Relationship between mitochondrial function and cellular ageing depends upon compartment analysed,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA4898.abstract,,620,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,Background: Severe asthma is more prevalent in the ageing adult population. Mitochondrial oxidative stress status has been implicated in this process. Aims & Objectives: To investigate the correlation between mitochondrial function (OXPHOS) and cellular ageing signatures in …,,,639
0,"S Pavlidis, F Chung, A Rowe, I Pandis, R Djukanovic…",TNFAIP3 (A20) expression is elevated in the sputum of severe asthmatics,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA4900.short,,621,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,"Background: TNFAIP3 is a ubiquitin-modifying enzyme that attenuates NF-kB activation and is reported to be suppressed in epithelial cultures of severe asthma patients (Schuijs MJ et al., Science 2015). Aims & Objectives: To investigate TNFAIP3 gene expression in bronchial …",,,640
0,"S Pavlidis, I Adcock, F Chung, A Rowe, C Rossios…",Enrichment of the Janus kinase (JAK) activation signature in severe asthma sputum: Correlation with IL-13 expression,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA4897.short,,622,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,Rationale: Activation of multiple cytokine receptors is reported to play an important role in asthma via the Janus kinases (JAK) pathway. IL-13 is known to activate JAKs. We investigated whether this pathway was activated in the sputum and blood of patients from …,,,641
0,"J Horvat, R Kim, J Pinkerton, B Rae, M Starkey…",Identification of therapeutic targets for steroid-insensitive asthma using models that represent different clinical subtypes of disease,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA563.abstract,,623,18/7/2021 17:22,,,,,,,,,0,0.0,0,6,5.0,"Introduction: Steroid-insensitive (SI) asthma is of considerable clinical and economic significance and improved therapies are urgently required, however, the development of therapies has been hampered by a lack of understanding of the processes that underpin …",,,642
0,"PJ McKiernan, SA Cryan, A Durham, I Adcock…",LSC Abstract–The estrogen-induced miR-19 downregulates secretory leukoprotease inhibitor expression in monocytes,2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PP142.abstract,,624,18/7/2021 17:22,,,,,,,,,0,0.0,0,5,5.0,Introduction: The levels of circulating 17β-estradiol (E2) have been viewed as an influencing factor on the progression of many lung diseases. We hypothesize that E2 modulates the inflammatory response of circulating innate immune cells through miRNA (miR) based …,,,643
0,"F Hogema, R Dai, X Li, C Rossios, F Chung, I Adcock…","High-fat diet in mice leads to amplified ozone-induced airway hyperresponsiveness (AHR), mitochondrial dysfunction and insulin resistance",2016.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/48/suppl_60/PA4664.abstract,,625,18/7/2021 17:22,,,,,,,,,0,0.0,0,7,5.0,Rationale. COPD is characterised by chronic and progressive airway obstruction and associated with other conditions including obesity and diabetes. We determined the effects of high-fat feeding on airway inflammation and lung function in the chronic ozone mouse …,,,644
0,"G Caramori, P Casolari, S Giuffrè, M Contoli…",Increased Expression Of Aquaporin 5 In Bronchial Glands Of Smokers With Or Without COPD,2010.0,B38. CHRONIC …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2010.181.1_MeetingAbstracts.A2903,,626,18/7/2021 17:22,,10.1164/ajrccm-conference.2010.181.1_MeetingAbstracts.A2903,,,,,,,0,0.0,0,5,11.0,RATIONALE: Previous studies suggest that smoking causes a decreased expression of aquaporin 5 (AQP5) in bronchial submucosal glands of chronic obstructive pulmonary disease (COPD) patients and this is associated with an increased expression of the mucin …,,,645
0,"IM Adcock, KF Chung",Therapy-resistant Asthma,2013.0,Clinical Focus Series: Difficult Asthma,books.google.com,https://books.google.com/books?hl=en&lr=&id=dfVPZWYOCfsC&oi=fnd&pg=PA120&dq=%22ian+adcock%22&ots=R1ZuwPTMrj&sig=D3tBbVoF5Ncdwj9e0yMseJT3Lpc,,627,18/7/2021 17:22,,,,,,,,,0,0.0,0,2,8.0,"Degranulated mast cells, an inﬁltration of eosinophils, and an increased number of activated type 2 T helper (Th2) cells represents an asthma-speciﬁc pattern of airway inﬂammation. 1 It is also becoming clear that subsets of patients with asthma exist,” and that particular types of …",,https://scholar.google.com/scholar?q=related:JL4hCxL4noQJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,646
0,"OO Ojo, C Wiegman, KF Chung…",Necroptosis Signalling In Lung Epithelial Cells Modulates Mitochondrial Function And Reactive Oxygen Species Generation In Healthy And Asthmatic Airway Smooth …,2016.0,A78. AIRWAY SMOOTH …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2016.193.1_MeetingAbstracts.A2476,,628,18/7/2021 17:22,,10.1164/ajrccm-conference.2016.193.1_MeetingAbstracts.A2476,,,,,,,0,0.0,0,4,5.0,"Allergen and ozone exposure damages lung epithelial cells, modifies airway smooth muscle (ASM) cell responses and contributes to hallmarks of asthma. Pollutants also induce necroptosis, a programmed cell death characterized by receptor interacting protein kinase 3 …",,,647
